VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspend time,Creation date,Change Version,CPUs,Memory,NICs,Disks,min Required EVC Mode Key,Latency Sensitivity,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder,vApp,DAS protection,FT State,FT Latency,FT Bandwidth,FT Sec. Latency,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,NB_LAST_BACKUP,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server type,VI SDK API Version,CategoryBackup,SharePoint,VI SDK Server,VI SDK UUID
ISC-ISE-PSN,poweredOn,False,False,green,isc-ise-psn,connected,running,green,False,2023/09/25 16:55:51,,2022/03/07 15:59:52,2023/09/27 11:38:30,12,"65,536",1,1,intel-haswell,normal,,True,169.254.4.1,DVS-CTX-TER-1195,,,,,,,,1,"8,192",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Network Engineering,,True,notConfigured,gray,-1,-1,"527,160","235,116","234,220",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,9,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] ISC-ISE-PSN/ISC-ISE-PSN.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] ISC-ISE-PSN/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] ISC-ISE-PSN/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] ISC-ISE-PSN/,Stays at ISC,"Thu Oct  5 19:42:48 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode02.nbhdhqdomain.nbhd.org,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 7 (64-bit),vm-4301,5039349e-50bc-b41f-131a-3d18f735fc9b,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,,,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
ISCLOGINSIGHT01,poweredOn,False,False,green,ISCLOGINSIGHT01,connected,running,green,False,2023/08/10 15:16:20,,2023/08/10 15:02:58,2023/09/27 11:38:39,8,"16,384",1,4,intel-haswell,normal,,True,10.60.15.120,DVS-VMWARE-1190,,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Virtualization Technologies - VMWare/VXRAIL_MGMT,,True,notConfigured,gray,-1,-1,"1,298,752","1,263,788","1,261,676",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,19,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] ISCLOGINSIGHT01/ISCLOGINSIGHT01.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] ISCLOGINSIGHT01/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] ISCLOGINSIGHT01/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] ISCLOGINSIGHT01/,VMware vRealize Log Insight,"Thu Oct  5 19:41:10 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode05.nbhdhqdomain.nbhd.org,SUSE Linux Enterprise 11 (64-bit),SUSE Linux Enterprise 11 (64-bit),vm-1376,50267e3a-957f-c2ef-2b1e-5b761a4f0dae,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,,,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
iscsecuregateway,poweredOn,False,False,green,iscsecuregateway,connected,running,green,False,2023/06/30 15:19:30,,2023/06/30 15:14:03,2023/09/27 11:38:39,4,"16,384",1,1,intel-haswell,normal,,True,10.60.26.105,Management Network-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Virtualization Technologies - VMWare/VXRAIL_MGMT,,True,notConfigured,gray,-1,-1,"233,340","18,916","16,928",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,8,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] iscsecuregateway/iscsecuregateway.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] iscsecuregateway/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] iscsecuregateway/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] iscsecuregateway/,,"Thu Oct  5 19:41:20 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode02.nbhdhqdomain.nbhd.org,Other (32-bit),SUSE Linux Enterprise 12 (64-bit),vm-131,500d333c-b1f7-873a-46b9-913ff7983568,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,,,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
ISCSQL2012SSVM,poweredOn,False,False,green,ISCSQL2012SSVM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/24 17:48:50,,1969/12/31 19:00:00,2023/09/27 11:38:34,16,"12,288",2,6,intel-merom,normal,True,True,2.2.2.70,SERVER-HRBT-3111,DVS-DB-1121,,,,,,,1,"8,192",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases/XENDESKTOP,,True,notConfigured,gray,-1,-1,"1,075,940","314,160","310,276",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] ISCSQL2012SSVM/ISCSQL2012SSVM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] ISCSQL2012SSVM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] ISCSQL2012SSVM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] ISCSQL2012SSVM/,"IMPORTANT VITAL:   CITRIX SQL DATASTORE 2012   Technical Owner:  Arzillo, Gerard (Citrix Team)","Mon Oct  2 20:27:41 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode21.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1590,503d6b7a-845c-adab-70f1-aeb9999a576a,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
iscvxrailomni,poweredOn,False,False,green,iscvxrailomni,connected,running,green,False,2023/06/30 14:03:57,,2023/06/30 13:56:13,2023/09/27 11:38:38,4,"8,192",2,1,intel-haswell,normal,,True,172.16.2.1,vCenter Server Network-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,VxRail Management-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Virtualization Technologies - VMWare/VXRAIL_MGMT,,True,notConfigured,gray,-1,-1,"132,334","24,740","23,404",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,14,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] iscvxrailomni/iscvxrailomni.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] iscvxrailomni/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] iscvxrailomni/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] iscvxrailomni/,,"Thu Oct  5 19:41:47 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode04.nbhdhqdomain.nbhd.org,Other (32-bit),Debian GNU/Linux 10 (64-bit),vm-128,500d9da6-adfb-c8b6-588a-e763de9f7d5a,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,,,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
ISCWEBEX1LXVM,poweredOn,False,False,green,ISC-CSR8K-01,connected,running,green,False,2023/09/14 14:05:40,,2023/09/13 21:01:26,2023/09/27 11:38:31,1,"4,096",3,1,intel-haswell,normal,,True,10.60.22.31,DVS-SERVER-1193,DMZ-GUEST-2010,DMZ-GUEST-2010,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Network Engineering,,True,notConfigured,gray,-1,-1,"30,788","6,780","4,592",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,13,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] ISCWEBEX1LXVM/ISCWEBEX1LXVM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] ISCWEBEX1LXVM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] ISCWEBEX1LXVM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] ISCWEBEX1LXVM/,,"Mon Sep 25 20:43:16 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode06.nbhdhqdomain.nbhd.org,Other 3.x or later Linux (64-bit),Other 3.x Linux (64-bit),vm-2284,500d76e6-8a79-23f6-afb5-3540b3659266,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,BackupExclusion,,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
JAMSDEV112VM,poweredOn,False,False,green,,connected,notRunning,gray,False,2023/09/20 00:21:16,,1969/12/31 19:00:00,2023/08/22 11:47:23,2,"6,144",1,1,intel-haswell,normal,True,True,,DVS-WEB-1110,,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases,,True,notConfigured,gray,-1,-1,"107,640","95,676","93,948",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] JAMSDEV112VM/JAMSDEV112VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] JAMSDEV112VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] JAMSDEV112VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] JAMSDEV112VM/,,"Mon Oct  2 20:27:20 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode10.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2008 R2 (64-bit),,vm-1588,50262f28-b4b1-fe7b-3b05-fd4660d2f0be,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
LAWIPASQL116VM,poweredOn,False,False,green,LAWIPASQL116VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/27 00:31:50,,1969/12/31 19:00:00,2023/09/27 11:38:28,2,"8,192",1,5,intel-merom,normal,True,True,10.60.2.66,DVS-WEB-1110,,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases,,True,notConfigured,gray,-1,-1,"447,672","135,804","134,012",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] LAWIPASQL116VM/LAWIPASQL116VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] LAWIPASQL116VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] LAWIPASQL116VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] LAWIPASQL116VM/,"Last Patched: 04/15/2019-RG, Windows Updates changed from Automatic to Manual.","Mon Oct  2 20:27:43 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode24.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-1619,50262423-06ca-efdf-c5e3-a47bf5afaadd,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
LOGMONCOLL322VM - ISC,poweredOn,False,False,green,LOGMONCOLL322VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/03/23 11:23:46,,2023/01/31 16:21:25,2023/09/27 11:38:32,6,"12,288",1,2,intel-merom,normal,True,True,10.60.2.60,DVS-WEB-1110,,,,,,,,1,"8,192",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Virtualization Technologies - Microsoft/LogicMonitor,,True,notConfigured,gray,-1,-1,"198,996","37,104","34,644",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,efi,14,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] LOGMONCOLL322VM - ISC/LOGMONCOLL322VM - ISC.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] LOGMONCOLL322VM - ISC/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] LOGMONCOLL322VM - ISC/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] LOGMONCOLL322VM - ISC/,Stays at ISC,"Thu Oct  5 19:41:07 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode08.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 (64-bit),vm-1154,5039daff-805b-86b1-035c-1cc94d30ea83,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,,,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
LOGMONCOLL422VM - ISC,poweredOn,False,False,green,LOGMONCOLL422VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/03/23 11:38:34,,2023/01/31 17:10:03,2023/09/27 11:38:33,6,"12,288",1,2,intel-merom,normal,True,True,10.60.2.232,DVS-WEB-1110,,,,,,,,1,"8,192",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Virtualization Technologies - Microsoft/LogicMonitor,,True,notConfigured,gray,-1,-1,"198,240","37,496","35,792",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,efi,14,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] LOGMONCOLL422VM - ISC/LOGMONCOLL422VM - ISC.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] LOGMONCOLL422VM - ISC/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] LOGMONCOLL422VM - ISC/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] LOGMONCOLL422VM - ISC/,Stays at ISC,"Thu Oct  5 19:41:08 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode01.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 (64-bit),vm-1156,5039436e-8d7f-8c95-5026-945ea3c991a0,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,,,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
LTIPASQL216VM,poweredOn,False,False,green,LTIPASQL216VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/21 00:31:42,,1969/12/31 19:00:00,2023/09/27 11:38:37,2,"4,096",1,5,intel-merom,normal,True,True,10.60.2.61,DVS-WEB-1110,,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases/Lawson,,True,notConfigured,gray,-1,-1,"344,736","120,616","117,824",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] LTIPASQL216VM/LTIPASQL216VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] LTIPASQL216VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] LTIPASQL216VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] LTIPASQL216VM/,"Last Patched: 04/15/2019-RG, Windows Updates changed from Automatic to Manual.","Mon Oct  2 20:27:39 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode23.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-1455,50260370-5f34-561e-fa5d-4b226ae41a76,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
MSCMCRAS116VM,poweredOn,False,False,green,MSCMCRAS116VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/27 14:30:05,,1969/12/31 19:00:00,2023/09/27 11:38:37,2,"4,096",1,1,intel-merom,normal,True,True,10.60.6.17,DVS-APPLICATION-1130,,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases/Lawson,,True,notConfigured,gray,-1,-1,"97,308","73,664","72,540",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] MSCMCRAS116VM/MSCMCRAS116VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] MSCMCRAS116VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] MSCMCRAS116VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] MSCMCRAS116VM/,"Last Patched: 04/15/2019-RG, Windows Updates changed from Automatic to Manual.","Thu Oct  5 19:41:34 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode24.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-1875,50267158-b64a-88dc-1743-7e719a2ed142,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,,,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
MUSEPRD0212VM,poweredOn,False,False,green,MUSEPRD0212VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/10/02 21:40:57,,2021/10/15 19:49:41,2023/10/03 09:30:54,4,"12,288",1,9,intel-haswell,normal,True,True,10.60.6.209,DVS-APPLICATION-1130,,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases,,True,notConfigured,gray,-1,-1,"2,475,692","1,271,084","1,270,308",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,13,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] MUSEPRD0212VM/MUSEPRD0212VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] MUSEPRD0212VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] MUSEPRD0212VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] MUSEPRD0212VM/,10/16/2021-RG: OLD MUSEPROD0112VM restored and renamed as MUSEPRD0212VM,,VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode22.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-4739,503908b4-c371-88f1-3d55-8b7d5f1292bf,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
MUSEPROD0112VM (do not power),poweredOff,False,False,green,,connected,notRunning,gray,False,,,1969/12/31 19:00:00,2023/09/27 11:38:31,4,"12,288",1,6,,normal,True,True,,DVS-WEB-1110,,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Retiring Final backup taken,,,notConfigured,gray,-1,-1,"1,534,116","606,852","606,292",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] MUSEPROD0112VM (do not power)/MUSEPROD0112VM (do not power).vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] MUSEPROD0112VM (do not power)/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] MUSEPROD0112VM (do not power)/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] MUSEPROD0112VM (do not power)/,SERVER SHOULD NOT BE POWERED ON - QUARANTINED BY SECURITY 6/26/22 CP,"Wed Jul 20 22:02:04 2022 -0400,nbumaster-mia.nbhdhqdomain.nbhd.org,VMware_VCSRVSA01",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode08.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1207,50260150-cc8e-162e-d7bc-25a142bad275,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,,,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
